Film ,Major Studio,Rotten Tomatoes,Audience Score,Genre,Number of Theatres,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Market Profitability,Opening Weekend,Imdb Rating,Release Date,Director,Poster
Love & Other Drugs,Fox,48,55,Comedy,2455,32.37,70.44,102802,30,342.6700%,9.74,6.7,"Nov 24, 2010",Edward Zwick,http://ia.media-imdb.com/images/M/MV5BMTU2ODM2NTkxNF5BMl5BanBnXkFtZTcwOTMwMzU3Mg@@._V1_SX300.jpg
Tangled,Disney,89,88,Animation,3603,200.82,390.97,591794,260,227.6100%,48.77,7.8,"Nov 24, 2010",Nathan Greno: Byron Howard,http://ia.media-imdb.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_SX300.jpg
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,49,63,Adventure,3555,104.39,311.3,415685,155,268.1800%,24,6.4,"Dec 10, 2010",Michael Apted,http://ia.media-imdb.com/images/M/MV5BNjQ2MDQzMzExNl5BMl5BanBnXkFtZTcwMTYzOTc5Mw@@._V1_SX300.jpg
The Tourist,Sony,20,44,Thriller,2756,67.63,210.72,278346,100,278.3500%,16,6,"Dec 10, 2010",Florian Henckel von Donnersmarck,http://ia.media-imdb.com/images/M/MV5BMTMyMzc3OTkwMV5BMl5BanBnXkFtZTcwMjc0MTgwNA@@._V1_SX300.jpg
Black Swan        ,Fox,88,86,Drama,959,106.95,222.44,329397,13,"2,533.8200%",8.38,8,"Dec 17, 2010",Darren Aronofsky,http://ia.media-imdb.com/images/M/MV5BNzY2NzI4OTE5MF5BMl5BanBnXkFtZTcwMjMyNDY4Mw@@._V1_SX300.jpg
The Fighter,Paramount,91,88,Drama,2503,93.62,35.54,129154,25,516.6200%,12,7.9,"Dec 17, 2010",David O. Russell,http://ia.media-imdb.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_SX300.jpg
Tron: Legacy,Independent,50,67,Action,3451,172.06,228,400062,170,235.3300%,44.03,6.8,"Dec 17, 2010",Joseph Kosinski,http://ia.media-imdb.com/images/M/MV5BMTk4NTk4MTk1OF5BMl5BanBnXkFtZTcwNTE2MDIwNA@@._V1_SX300.jpg
Little Fockers,Independent,9,40,Comedy,3536,148.44,162.21,310649,100,310.6500%,30.83,5.4,"Dec 22, 2010",Paul Weitz,http://ia.media-imdb.com/images/M/MV5BMTkwNjE3NjQwOV5BMl5BanBnXkFtZTcwNzAyNTMwNA@@._V1_SX300.jpg
True Grit,Paramount,96,86,Adventure,3047,171.24,81.03,252273,38,663.8800%,24,7.7,"Dec 22, 2010",Ethan Coen: Joel Coen,http://ia.media-imdb.com/images/M/MV5BMjIxNjAzODQ0N15BMl5BanBnXkFtZTcwODY2MjMyNA@@._V1_SX300.jpg
Gulliver's Travels,Fox,21,31,Comedy,2546,42.78,194.6,237382,112,211.9500%,6.3,4.9,"Dec 25, 2010",Rob Letterman,http://ia.media-imdb.com/images/M/MV5BMTU0NTUwOTM3Nl5BMl5BanBnXkFtZTcwMDA3NjIwNA@@._V1_SX300.jpg
The King's Speech,Independent,95,93,Biography,700,138.79,275.41,414204,15,"2,761.3600%",4.4,8.1,"Dec 25, 2010",Tom Hooper,http://ia.media-imdb.com/images/M/MV5BMzU5MjEwMTg2Nl5BMl5BanBnXkFtZTcwNzM3MTYxNA@@._V1_SX300.jpg
Country Strong,Sony,20,56,Drama,1424,20.22,0.31,20528,15,136.8500%,7.33,6.3,"Jan 7, 2011",Shana Feste,http://ia.media-imdb.com/images/M/MV5BMTUxMjQ0NjE3OV5BMl5BanBnXkFtZTcwODIxNDEwNA@@._V1_SX300.jpg
Season Of The Witch,Relativity ,10,32,Action,2816,24.83,66.8,91.63,40,229.0700%,10.6,5.4,"Jan 7, 2011",Dominic Sena,http://ia.media-imdb.com/images/M/MV5BMzc3MjYxNzg2N15BMl5BanBnXkFtZTcwNzQyMTkwNA@@._V1_SX300.jpg
The Dilemma,Spyglass Entertainment,23,31,Comedy,2940,48.48,21.25,69.72,70,99.600%,17.8,5.3,"Jan 14, 2011",Ron Howard,http://ia.media-imdb.com/images/M/MV5BMzg3MDUwMTI1OV5BMl5BanBnXkFtZTcwNzY0NDIxNA@@._V1_SX300.jpg
The Green Hornet,Columbia,44,47,Action,3584,98.78,129.04,227.82,120,189.8500%,33.5,5.9,"Jan 14, 2011",Michel Gondry,http://ia.media-imdb.com/images/M/MV5BMTcwOTMwMDYyMl5BMl5BanBnXkFtZTcwMzAxMjMyNA@@._V1_SX300.jpg
Extremely Loud and Incredibly Close,Warner Bros.,47,62,Drama,2630,31847,23.4,55247,40,138.1200%,10.04,6.9,"Jan 20, 2011",Stephen Daldry,NoData
No Strings Attached,Spyglass Entertainment,49,57,Comedy,3018,70.66,78.57,149.23,25,596.9100%,19.7,6.2,"Jan 21, 2011",Ivan Reitman,http://ia.media-imdb.com/images/M/MV5BMTg2MDQ1NTEzNl5BMl5BanBnXkFtZTcwOTgxNTMyNA@@._V1_SX300.jpg
127 Hours,Independent,93,84,Adventure,916,18.33,42.4,60.73,18,337.3900%,2.13,7.6,"Jan 28, 2011",Danny Boyle,http://ia.media-imdb.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_SX300.jpg
The Mechanic,Independent,53,52,Action,2703,29.12,21.95,51.07,40,127.6800%,11.4,6.6,"Jan 28, 2011",Simon West,http://ia.media-imdb.com/images/M/MV5BMjEyMjk1NjI1M15BMl5BanBnXkFtZTcwODcyNjAxNA@@._V1_SX300.jpg
The Rite,Warner Bros,20,43,Horror,2985,33.05,63,96.05,37,259.5900%,14.8,6,"Jan 28, 2011",Mikael Håfström,http://ia.media-imdb.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg
Sanctum,Relativity Media,30,39,Action,2787,23.21,85.4,108.61,30,362.0300%,9.4,5.9,"Feb 4, 2011",Alister Grierson,http://ia.media-imdb.com/images/M/MV5BMTM4MjY1NTEyNV5BMl5BanBnXkFtZTcwMTc3MjcxNA@@._V1_SX300.jpg
The Roommate,Independent,4,29,Horror,2534,37.3,3.19,40.49,16,253.0800%,15,4.8,"Feb 4, 2011",Christian E. Christiansen,http://ia.media-imdb.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_SX300.jpg
Gnomeo and Juliet,Disney,56,52,Animation,2994,99.97,94,193.97,36,538.800%,25.36,6,"Feb 11, 2011",Kelly Asbury,NoData
Just Go With It,Happy Madison,19,63,Romance,3548,103.03,111.92,214.95,80,268.6800%,30.51,6.4,"Feb 11, 2011",Dennis Dugan,http://ia.media-imdb.com/images/M/MV5BMjE0MTk3MjE2Nl5BMl5BanBnXkFtZTcwMjE0ODA0NA@@._V1_SX300.jpg
The Eagle,Universal,39,43,Action,2296,19.49,7.63,27.12,25,108.4800%,8.68,6.2,"Feb 11, 2011",Kevin Macdonald,http://ia.media-imdb.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg
I Am Number Four,Paramount,32,57,Thriller,3154,55.1,94.78,149.88,60,249.800%,19.45,6.1,"Feb 18, 2011",D.J. Caruso,http://ia.media-imdb.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg
Unknown,Independent,55,57,Thriller,3043,63.69,67.1,130.79,30,435.9500%,21.86,6.9,"Feb 18, 2011",Jaume Collet-Serra,http://ia.media-imdb.com/images/M/MV5BODA4NTk3MTQwN15BMl5BanBnXkFtZTcwNjUwMTMxNA@@._V1_SX300.jpg
Drive Angry,Independent,45,38,Action,2290,10.72,18.21,28.93,45,64.2900%,5.19,5.5,"Feb 25, 2011",Patrick Lussier,http://ia.media-imdb.com/images/M/MV5BMjIwNTM4Njg2NF5BMl5BanBnXkFtZTcwNDQwMTAwNA@@._V1_SX300.jpg
Hall Pass,Warner Bros,35,44,Comedy,2950,45.06,38.1,83.16,36,231.00%,13.54,5.9,"Feb 25, 2011",Bobby Farrelly: Peter Farrelly,http://ia.media-imdb.com/images/M/MV5BMTc4MzIxNTYwNl5BMl5BanBnXkFtZTcwNzE4MjE0NA@@._V1_SX300.jpg
Beastly,CBS Films,19,50,Romance,1952,27.87,15.3,43.17,17,253.9100%,9.85,5.5,"Mar 4, 2011",Daniel Barnz,http://ia.media-imdb.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg
Rango,Paramount,88,69,Animation,3917,123.48,122.25,245.72,135,182.0200%,38.08,7.3,"Mar 4, 2011",Gore Verbinski,http://ia.media-imdb.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_SX300.jpg
Take Me Home Tonight,Relativity,28,46,Comedy,2003,6.93,,6.93,25,27.7100%,3.46,6.3,"Mar 4, 2011",Michael Dowse,http://ia.media-imdb.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg
The Adjustment Bureau,Independent,72,67,Thriller,2840,62.5,65.37,127.87,50.2,254.7200%,21.16,7.1,"Mar 4, 2011",George Nolfi,http://ia.media-imdb.com/images/M/MV5BMTU3ODg3MDAxMl5BMl5BanBnXkFtZTcwMjc0MDMzNA@@._V1_SX300.jpg
Battle: Los Angeles,Relativity Media,35,50,Action,3417,83.55,128.27,211.82,70,302.600%,35.57,4.6,"Mar 11, 2011",Jonathan Liebesman,N/A
Mars Needs Moms,Disney,36,43,Animation,3117,21.39,17.6,38.99,150,25.9900%,6.91,5.4,"Mar 11, 2011",Simon Wells,http://ia.media-imdb.com/images/M/MV5BOTA0MTQ2Mzc3N15BMl5BanBnXkFtZTcwNzA4ODAwNA@@._V1_SX300.jpg
Red Riding Hood,Warner Bros,11,41,Horror,3030,37.66,51.5,89.16,42,212.2900%,14.01,5.4,"Mar 11, 2011",Catherine Hardwicke,http://ia.media-imdb.com/images/M/MV5BMTc4NjYyMzQ5MV5BMl5BanBnXkFtZTcwNjE5Mjc3NA@@._V1_SX300.jpg
The Company Men,Weinstein Company,66,55,Drama,106,4.44,0.44,4.88,15,32.5500%,0.64,6.8,"Mar 11, 2011",John Wells,http://ia.media-imdb.com/images/M/MV5BMTQxMTgyNDc5M15BMl5BanBnXkFtZTcwMzk4OTM5Mw@@._V1_SX300.jpg
Cedar Rapids,20th Century Fox,86,61,Comedy,15,6.86,,6.86,10,68.6100%,0.3,6.3,"Mar 18, 2011",Miguel Arteta,http://ia.media-imdb.com/images/M/MV5BNDUwMjQ3MzQwM15BMl5BanBnXkFtZTcwMDAzNjUyNA@@._V1_SX300.jpg
Limitless,Virgin,69,73,Thriller,2756,79.25,82.6,161.85,27,599.4400%,18.91,7.4,"Mar 18, 2011",Neil Burger,http://ia.media-imdb.com/images/M/MV5BMTY3NjczNzc5Nl5BMl5BanBnXkFtZTcwMzA2MzQyNA@@._V1_SX300.jpg
Paul,Relativity,72,70,Comedy,2802,37.41,60.57,97.98,40,244.9600%,13.04,7,"Mar 18, 2011",Greg Mottola,http://ia.media-imdb.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_SX300.jpg
The Lincoln Lawyer,Lionsgate,84,82,Drama,2707,58.01,17,75.01,40,187.5200%,13.21,7.3,"Mar 18, 2011",Brad Furman,http://ia.media-imdb.com/images/M/MV5BMTQ4NDE4NTY5MV5BMl5BanBnXkFtZTcwODQyMTkxNA@@._V1_SX300.jpg
Diary of a Wimpy Kid 2: Rodrick Rules,20th Century Fox,47,63,Comedy,3167,52.7,19.72,72.42,21,344.8400%,23.75,6.6,"Mar 25, 2011",David Bowers,NoData
Sucker Punch,Legendary Pictures,23,48,Action,3033,36.39,53.4,89.79,82,109.500%,19.06,6.1,"Mar 25, 2011",Zack Snyder,http://ia.media-imdb.com/images/M/MV5BMTM1NzMwOTUxM15BMl5BanBnXkFtZTcwMzUzNDQ1NA@@._V1_SX300.jpg
Hop,Relativity Media,26,50,Animation,3579,108.09,75.87,183.95,63,291.9900%,37.54,5.5,"Apr 1, 2011",Tim Hill,http://ia.media-imdb.com/images/M/MV5BMTY4MDcxNTkzNV5BMl5BanBnXkFtZTcwMTg2MDY2NA@@._V1_SX300.jpg
Insidious,Sony,67,65,Horror,2408,54.01,43,97.01,1.5,"6,467.2700%",13.27,6.8,"Apr 1, 2011",James Wan,http://ia.media-imdb.com/images/M/MV5BMTYyOTAxMDA0OF5BMl5BanBnXkFtZTcwNzgwNTc1NA@@._V1_SX300.jpg
Source Code,Summit Entertainment,92,81,Thriller,2961,54.71,92.62,147.33,32,460.4100%,14.81,7.5,"Apr 1, 2011",Duncan Jones,http://ia.media-imdb.com/images/M/MV5BMTY0MTc3MzMzNV5BMl5BanBnXkFtZTcwNDE4MjE0NA@@._V1_SX300.jpg
Arthur,Warner Bros,26,49,Comedy,3276,33.04,12.7,45.74,40,114.3400%,12.22,5.8,"Apr 8, 2011",Jason Winer,http://ia.media-imdb.com/images/M/MV5BMzMwMTUwMDkwOV5BMl5BanBnXkFtZTcwMjg1MDg0NA@@._V1_SX300.jpg
Hanna,Universal,71,67,Action,2535,40.26,23.52,63.78,30,212.600%,12.37,6.8,"Apr 8, 2011",Joe Wright,http://ia.media-imdb.com/images/M/MV5BNTAzMTg1NjY0NF5BMl5BanBnXkFtZTcwODc3MTgzNA@@._V1_SX300.jpg
Soul Surfer,Sony,46,79,Drama,2214,43.85,3.24,47.09,18,261.600%,10.6,7.1,"Apr 8, 2011",Sean McNamara,http://ia.media-imdb.com/images/M/MV5BMTU2MDg0OTYyM15BMl5BanBnXkFtZTcwMjg5MjY0NA@@._V1_SX300.jpg
Your Highness,Universal,26,36,Comedy,2769,21.6,3.26,24.86,49.9,49.8100%,9.36,5.6,"Apr 8, 2011",David Gordon Green,http://ia.media-imdb.com/images/M/MV5BMTY2MDgwODIyMV5BMl5BanBnXkFtZTcwODc1NDQ0NA@@._V1_SX300.jpg
Rio,20th Century Fox,71,73,Animation,3826,143.62,341.02,484.63,90,538.4800%,39.23,7,"Apr 15, 2011",Carlos Saldanha,http://ia.media-imdb.com/images/M/MV5BMTU2MDY3MzAzMl5BMl5BanBnXkFtZTcwMTg0NjM5NA@@._V1_SX300.jpg
Scream 4,Weinstein Company,58,57,Horror,3305,38.18,58.96,97.14,40,242.8400%,18.69,6.2,"Apr 15, 2011",Wes Craven,http://ia.media-imdb.com/images/M/MV5BMTQzMzk2OTI3MF5BMl5BanBnXkFtZTcwMTQ0NTk0NA@@._V1_SX300.jpg
The Conspirator,Independent,56,65,Drama,707,11.54,3.94,15.48,25,61.9100%,3.51,7,"Apr 15, 2011",Robert Redford,http://ia.media-imdb.com/images/M/MV5BMTczMDI0MzQ3MV5BMl5BanBnXkFtZTcwMjU5NTc0NA@@._V1_SX300.jpg
Water For Elephants,20th Century Fox,60,72,Drama,2817,58.71,58.39,117.09,38,308.1400%,16.84,7,"Apr 22, 2011",Francis Lawrence,http://ia.media-imdb.com/images/M/MV5BMTQzMDU3NDEwN15BMl5BanBnXkFtZTcwMTI3MDU0NA@@._V1_SX300.jpg
Fast Five,Universal,78,83,Action,3644,209.4,416.3,626.13,125,500.900%,86.19,7.3,"Apr 29, 2011",Justin Lin,http://ia.media-imdb.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_SX300.jpg
Thor,Disney,77,80,Action,3955,181.03,268.29,449.32,150,299.5500%,65.72,7,"May 6, 2011",Kenneth Branagh,http://ia.media-imdb.com/images/M/MV5BMTYxMjA5NDMzNV5BMl5BanBnXkFtZTcwOTk2Mjk3NA@@._V1_SX300.jpg
Bridesmaids,Relativity Media,90,77,Comedy,2918,169.11,119.28,288.38,32.5,887.3300%,26.25,6.8,"May 13, 2011",Paul Feig,http://ia.media-imdb.com/images/M/MV5BMjAyOTMyMzUxNl5BMl5BanBnXkFtZTcwODI4MzE0NA@@._V1_SX300.jpg
Priest,Sony,17,37,Action,2864,29.14,49.17,78.31,60,130.5100%,14.95,5.7,"May 13, 2011",Scott Stewart,http://ia.media-imdb.com/images/M/MV5BMTQ1MTAwODc3OV5BMl5BanBnXkFtZTcwNzI0MDQ3NA@@._V1_SX300.jpg
The Tree Of Life,Independent,84,61,Drama,4,13.3,41,54.3,32,169.700%,0.37,6.7,"May 17, 2011",Terrence Malick,http://ia.media-imdb.com/images/M/MV5BNTgyNTQzMDEwNV5BMl5BanBnXkFtZTcwMTQxNjI4NA@@._V1_SX300.jpg
The Beaver,Summit Entertainment,62,57,Drama,22,0.97,5.4,6.37,21,30.3300%,0.11,6.7,"May 19, 2011",Jodie Foster,http://ia.media-imdb.com/images/M/MV5BMzc0Nzc0MjA4OF5BMl5BanBnXkFtZTcwNTEyOTYxNA@@._V1_SX300.jpg
"Pirates of the Caribbean:
On Stranger Tides",Disney,34,61,Action,4155,241.07,804.64,01:45.71,250,418.2800%,90.15,6.7,"May 20, 2011",Rob Marshall,http://ia.media-imdb.com/images/M/MV5BMjE5MjkwODI3Nl5BMl5BanBnXkFtZTcwNjcwMDk4NA@@._V1_SX300.jpg
Kung Fu Panda 2,DreamWorks Animation,82,80,Animation,3925,165.25,500.44,665.69,150,443.7900%,47.66,7.3,"May 26, 2011",Jennifer Yuh,http://ia.media-imdb.com/images/M/MV5BMTg4MTQ3NTI3Nl5BMl5BanBnXkFtZTcwNzEzODQ2NA@@._V1_SX300.jpg
The Hangover Part II,Legendary Pictures,35,58,Comedy,3615,254.46,332.3,586.76,80,733.4600%,85.95,6.5,"May 26, 2011",Todd Phillips,http://ia.media-imdb.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_SX300.jpg
X-Men: First Class,Disney,87,88,Action,3641,146.41,207.22,353.62,160,221.0100%,55.1,7.8,"Jun 3, 2011",Matthew Vaughn,http://ia.media-imdb.com/images/M/MV5BMTg5OTMxNzk4Nl5BMl5BanBnXkFtZTcwOTk1MjAwNQ@@._V1_SX300.jpg
Beginners,Independent,84,80,Comedy,5,5.79,8.52,14.31,3.2,447.1900%,0.14,7.2,"Jun 9, 2011",Mike Mills,http://ia.media-imdb.com/images/M/MV5BMjAyNDcxNTk3NV5BMl5BanBnXkFtZTcwMjk4MDU2NA@@._V1_SX300.jpg
Midnight in Paris,Sony,93,84,Romance,944,56.82,94.3,151.12,17,888.9400%,5.83,7.7,"Jun 10, 2011",Woody Allen,http://ia.media-imdb.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg
Super 8 ,Paramount,82,78,Horror,3379,127,133.09,260.1,50,520.1900%,35.45,7.1,"Jun 10, 2011",J.J. Abrams,http://ia.media-imdb.com/images/M/MV5BMTM5NzkxMzQ5MF5BMl5BanBnXkFtZTcwNDYwMTA3NA@@._V1_SX300.jpg
Green Lantern,Warner Bros,27,48,Action,3816,116.6,103.25,219.85,200,109.9300%,53.17,5.7,"Jun 17, 2011",Martin Campbell,http://ia.media-imdb.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg
Mr. Popper's Penguins,20th Century Fox,47,54,Comedy,3339,68.22,119.14,187.36,55,340.6600%,18.45,6,"Jun 17, 2011",Mark Waters,http://ia.media-imdb.com/images/M/MV5BMTcwMDI4NjEyOF5BMl5BanBnXkFtZTcwNzg5MzEwNQ@@._V1_SX300.jpg
Bad Teacher,Independent,44,38,Comedy,3049,100.29,115.9,216.2,20,"1,080.9800%",31.6,5.7,"Jun 24, 2011",Jake Kasdan,http://ia.media-imdb.com/images/M/MV5BMTQ5NDI4MDM0Nl5BMl5BanBnXkFtZTcwNDYwODU2NA@@._V1_SX300.jpg
Cars 2,Pixar,38,56,Animation,4115,191.45,368.4,559.85,200,279.9300%,66.14,6.3,"Jun 24, 2011",John Lasseter: Brad Lewis,http://ia.media-imdb.com/images/M/MV5BMTUzNTc3MTU3M15BMl5BanBnXkFtZTcwMzIxNTc3NA@@._V1_SX300.jpg
Transformers: Dark of the Moon,DreamWorks Pictures,35,67,Action,4088,352.39,771.4,03:03.79,195,576.300%,97.85,6.3,"Jun 29, 2011",Michael Bay,http://ia.media-imdb.com/images/M/MV5BMTkwOTY0MTc1NV5BMl5BanBnXkFtZTcwMDQwNjA2NQ@@._V1_SX300.jpg
Larry Crowne,Universal,34,46,Drama,2973,35.61,36.4,72.01,30,240.0300%,13.1,6,"Jul 1, 2011",Tom Hanks,"http://ia.media-imdb.com/images/M/MV5BMTM1NzAyNTEwN15BMl5BanBnXkFtZTcwODYyNTEzNQ@@._V1._CR68,54,886,1396_SX89_AL_.jpg_V1_SX300.jpg"
Monte Carlo,20th Century Fox,38,50,Romance,2473,23.19,16.48,39.67,20,198.3300%,7.45,5.8,"Jul 1, 2011",Thomas Bezucha,http://ia.media-imdb.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg
Horrible Bosses,Warner Bros,69,72,Comedy,3040,117.54,92.1,209.64,35,598.9700%,28.3,6.9,"Jul 8, 2011",Seth Gordon,http://ia.media-imdb.com/images/M/MV5BNzYxNDI5Njc5NF5BMl5BanBnXkFtZTcwMDUxODE1NQ@@._V1_SX300.jpg
Zookeeper,Happy Madison Productions,14,42,Comedy,3482,80.36,89.49,169.85,80,212.3100%,20.07,5.2,"Jul 8, 2011",Frank Coraci,http://ia.media-imdb.com/images/M/MV5BMTMyNjYyODk0Ml5BMl5BanBnXkFtZTcwNDUzOTczNQ@@._V1_SX300.jpg
Harry Potter and the Deathly Hallows Part 2,Warner Bros,96,92,Fantasy,4375,381.01,960.5,06:41.51,125,"1,073.2100%",169.19,8.1,"Jul 15, 2011",David Yates,http://ia.media-imdb.com/images/M/MV5BMTY2MTk3MDQ1N15BMl5BanBnXkFtZTcwMzI4NzA2NQ@@._V1_SX300.jpg
Winnie The Pooh,Disney,91,79,Animation,2405,26.69,6.46,33.15,30,110.5100%,7.86,7.3,"Jul 15, 2011",Stephen J. Anderson: Don Hall,http://ia.media-imdb.com/images/M/MV5BMjI2MTMxMDYwMl5BMl5BanBnXkFtZTcwMDM0NTQ4NA@@._V1_SX300.jpg
Captain America: The First Avenger,Disney,78,75,Action,3715,176.65,193.92,370.57,140,264.6900%,65.06,6.8,"Jul 22, 2011",Joe Johnston,http://ia.media-imdb.com/images/M/MV5BMTYzOTc2NzU3N15BMl5BanBnXkFtZTcwNjY3MDE3NQ@@._V1_SX300.jpg
Friends With Benefits,Warner Bros,71,68,Romance,2926,55.8,93.74,149.54,35,427.2600%,18.62,6.6,"Jul 22, 2011",Will Gluck,http://ia.media-imdb.com/images/M/MV5BMTQ2MzQ0NTk4N15BMl5BanBnXkFtZTcwMDc2NDYzNQ@@._V1_SX300.jpg
Cowboys and Aliens,Universal,44,50,Action,3750,100.24,74.58,174.82,163,107.2500%,36.43,6.1,"Jul 29, 2011",Jon Favreau,NoData
Crazy: Stupid: Love,Warner Bros,78,81,Romance,3020,84.35,58.5,142.85,50,285.700%,19.1,7.4,"Jul 29, 2011",Glenn Ficarra: John Requa,http://ia.media-imdb.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg
The Smurfs,Sony,23,50,Animation,3395,142.61,421.14,563.75,110,512.500%,35.61,5.5,"Jul 29, 2011",Raja Gosnell,http://ia.media-imdb.com/images/M/MV5BMTY4MDc2NzQ4MF5BMl5BanBnXkFtZTcwNDc5OTU2NA@@._V1_SX300.jpg
Rise of the Planet of the Apes,20th Century Fox,83,87,Action,3648,176.7,305.04,481.74,93,518.00%,54.81,7.6,"Aug 5, 2011",Rupert Wyatt,http://ia.media-imdb.com/images/M/MV5BMTQyMjUxNTc0Ml5BMl5BanBnXkFtZTcwMjg1ODExNg@@._V1_SX300.jpg
The Change Up,Relativity Media,24,53,Comedy,2913,37.08,38.37,75.45,52,145.0900%,13.53,6.4,"Aug 5, 2011",David Dobkin,http://ia.media-imdb.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_SX300.jpg
The Help,DreamWorks Pictures,75,91,Drama,2534,169.71,46.93,216.64,25,866.5600%,26.04,8.1,"Aug 10, 2011",Tate Taylor,http://ia.media-imdb.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_SX300.jpg
30 Minutes or Less,Independent,43,48,Comedy,2888,37.05,3.49,40.55,28,144.8100%,13.33,6.2,"Aug 12, 2011",Ruben Fleischer,http://ia.media-imdb.com/images/M/MV5BMTM5NjM0ODY1NF5BMl5BanBnXkFtZTcwMjk5NjI0Ng@@._V1_SX300.jpg
Final Destination 5,New Line Cinema,61,56,Horror,3155,42.59,115.3,157.89,40,394.7200%,18.03,5.9,"Aug 12, 2011",Steven Quale,http://ia.media-imdb.com/images/M/MV5BMTgyOTExNDc1M15BMl5BanBnXkFtZTcwMDA0MTA4NQ@@._V1_SX300.jpg
Conan the Barbarian,Lionsgate,22,34,Action,3015,21.3,27.5,48.8,90,54.2200%,10.02,5.2,"Aug 19, 2011",Marcus Nispel,http://ia.media-imdb.com/images/M/MV5BMTQwMDUyMTcyNF5BMl5BanBnXkFtZTgwMjk2NzQxMTE@._V1_SX300.jpg
Fright Night,DreamWorks,75,68,Horror,3114,18.3,22.7,41,30,136.6700%,7.71,6.4,"Aug 19, 2011",Craig Gillespie,http://ia.media-imdb.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg
One Day,Independent,37,54,Romance,1719,13.84,45.55,59.39,15,395.9200%,5.08,7,"Aug 19, 2011",Lone Scherfig,http://ia.media-imdb.com/images/M/MV5BMTQ3NTg2MDI3NF5BMl5BanBnXkFtZTcwMjc5MTA1NA@@._V1_SX300.jpg
Spy Kids: All The Time in the World,Weinstein Company,22,40,Action,3295,38.54,47.03,85.56,27,316.900%,11.64,3.6,"Aug 19, 2011",Robert Rodriguez,http://ia.media-imdb.com/images/M/MV5BMTgwOTk1NjQ0NV5BMl5BanBnXkFtZTcwNTk4MDI3NQ@@._V1_SX300.jpg
Colombiana,Sony,28,55,Action,2614,36.67,24.3,60.97,40,152.4100%,10.41,6.4,"Aug 26, 2011",Olivier Megaton,http://ia.media-imdb.com/images/M/MV5BMTM0NDI2NjgxNl5BMl5BanBnXkFtZTcwMTYyNjA3NQ@@._V1_SX300.jpg
Don't Be Afraid Of The Dark,Miramax Films,59,37,Horror,2760,24.05,12.95,36.99,25,147.9700%,8.53,5.6,"Aug 26, 2011",Troy Nixey,http://ia.media-imdb.com/images/M/MV5BMTYwMDk4ODU0OV5BMl5BanBnXkFtZTcwMDY2NDE0Ng@@._V1_SX300.jpg
Our Idiot Brother,The Weinstein Company,68,79,Comedy,2555,24.82,,24.82,5,496.3200%,7.01,6.4,"Aug 26, 2011",Jesse Peretz,http://ia.media-imdb.com/images/M/MV5BMTU3NjM3Mzg0Ml5BMl5BanBnXkFtZTcwOTk4MDI3NQ@@._V1_SX300.jpg
